[2026-06-17 05:19:01] INFO:     127.0.0.1:41046 - "GET /v1/models HTTP/1.1" 200 OK
[2026-06-17 05:19:02] INFO:     127.0.0.1:41064 - "GET /model_info HTTP/1.1" 200 OK
[2026-06-17 05:19:14] INFO:     127.0.0.1:41054 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:18] INFO:     127.0.0.1:33794 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:18] INFO:     127.0.0.1:42404 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:18] INFO:     127.0.0.1:42420 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:18] INFO:     127.0.0.1:41076 - "POST /generate HTTP/1.1" 200 OK
[2026-06-17 05:19:18] INFO:     127.0.0.1:42436 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:18] INFO:     127.0.0.1:42444 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:18] INFO:     127.0.0.1:42448 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:18] INFO:     127.0.0.1:42460 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:18] INFO:     127.0.0.1:42464 - "POST /flush_cache?timeout=30 HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42466 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42476 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42488 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42504 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42512 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42524 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42536 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42542 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42552 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42564 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42580 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42584 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42586 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42602 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42610 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42620 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42632 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42634 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42648 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42654 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42666 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42672 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42684 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42688 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42700 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42704 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42714 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42724 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42732 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42748 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42754 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42766 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:23] INFO:     127.0.0.1:42776 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:24] INFO:     127.0.0.1:42786 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:24] INFO:     127.0.0.1:42800 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:24] INFO:     127.0.0.1:42816 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:24] INFO:     127.0.0.1:42832 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:24] INFO:     127.0.0.1:42834 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:24] INFO:     127.0.0.1:42844 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:24] INFO:     127.0.0.1:42860 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:24] INFO:     127.0.0.1:42862 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:24] INFO:     127.0.0.1:42878 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:24] INFO:     127.0.0.1:42886 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:24] INFO:     127.0.0.1:42896 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:24] INFO:     127.0.0.1:42910 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:24] INFO:     127.0.0.1:42926 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:24] INFO:     127.0.0.1:42942 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:24] INFO:     127.0.0.1:42950 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:24] INFO:     127.0.0.1:42952 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:24] INFO:     127.0.0.1:42966 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:19:24] INFO:     127.0.0.1:42978 - "POST /v1/chat/completions HTTP/1.1" 200 OK
