[2026-06-17 05:34:06] INFO:     127.0.0.1:56748 - "GET /v1/models HTTP/1.1" 200 OK
[2026-06-17 05:34:07] INFO:     127.0.0.1:56764 - "GET /model_info HTTP/1.1" 200 OK
[2026-06-17 05:34:19] INFO:     127.0.0.1:56762 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:23] INFO:     127.0.0.1:41236 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:23] INFO:     127.0.0.1:41252 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:23] INFO:     127.0.0.1:41260 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:23] INFO:     127.0.0.1:56772 - "POST /generate HTTP/1.1" 200 OK
[2026-06-17 05:34:23] INFO:     127.0.0.1:41272 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:23] INFO:     127.0.0.1:41276 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:23] INFO:     127.0.0.1:41292 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:23] INFO:     127.0.0.1:41306 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:23] INFO:     127.0.0.1:41318 - "POST /flush_cache?timeout=30 HTTP/1.1" 200 OK
[2026-06-17 05:34:28] INFO:     127.0.0.1:34950 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:28] INFO:     127.0.0.1:34962 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:28] INFO:     127.0.0.1:34968 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:28] INFO:     127.0.0.1:34972 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:28] INFO:     127.0.0.1:34986 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:28] INFO:     127.0.0.1:35000 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:28] INFO:     127.0.0.1:35016 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:28] INFO:     127.0.0.1:35024 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:28] INFO:     127.0.0.1:35030 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:28] INFO:     127.0.0.1:35040 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:28] INFO:     127.0.0.1:35044 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:28] INFO:     127.0.0.1:35046 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:28] INFO:     127.0.0.1:35056 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:28] INFO:     127.0.0.1:35064 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:28] INFO:     127.0.0.1:35070 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:28] INFO:     127.0.0.1:35072 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:28] INFO:     127.0.0.1:35084 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:28] INFO:     127.0.0.1:35096 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:34:28] INFO:     127.0.0.1:35102 - "POST /v1/chat/completions HTTP/1.1" 200 OK
