[2026-06-17 03:49:40] INFO:     127.0.0.1:43700 - "GET /v1/models HTTP/1.1" 200 OK
[2026-06-17 03:49:41] INFO:     127.0.0.1:43714 - "GET /model_info HTTP/1.1" 200 OK
[2026-06-17 03:49:53] INFO:     127.0.0.1:43708 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:49:56] INFO:     127.0.0.1:40964 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:49:56] INFO:     127.0.0.1:53760 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:49:56] INFO:     127.0.0.1:53772 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:49:56] INFO:     127.0.0.1:43724 - "POST /generate HTTP/1.1" 200 OK
[2026-06-17 03:49:56] INFO:     127.0.0.1:53784 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:49:56] INFO:     127.0.0.1:53798 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:49:57] INFO:     127.0.0.1:53814 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:49:57] INFO:     127.0.0.1:53822 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:49:57] INFO:     127.0.0.1:53830 - "POST /flush_cache?timeout=30 HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:53834 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:53844 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:53852 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:53866 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:53876 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:53878 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:53888 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:53894 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:53910 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:53916 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:53930 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:53946 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:53952 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:53962 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:53976 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:53990 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:54000 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:54014 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:54028 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:54030 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:54042 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 03:50:02] INFO:     127.0.0.1:54058 - "POST /v1/chat/completions HTTP/1.1" 200 OK
