backend,backend_reuse_latency_total_ms,bypassed_matches,dataset,device,dtype,early_layer_attempts,early_layer_hits,energy_source,engine,fast_exact_path_hits,gpu_energy_j,gpu_joules_per_request,gpu_joules_per_total_token,hit_rate,idle_adjusted_gpu_energy_j,idle_adjusted_joules_per_request,logit_guard_attempts,logit_guard_hits,mean_latency_ms,model,n_requests,p50_latency_ms,p95_latency_ms,p99_latency_ms,policy_bypass_total,policy_exact_total,policy_plans_total,policy_semantic_partial_total,prompt_mode,recompute_tokens_total,reuse_attempts,reuse_successes,reused_prefix_tokens_total,scaffold_bypass_store_successes,scaffold_only_attempts,scaffold_only_hits,seed,semantic_blocked_by_backend_total,semantic_matches_total,semantic_opportunity_estimated_savings_ms,semantic_opportunity_plans_total,semantic_opportunity_reused_tokens_total,semantic_partial_hits,semantic_partial_reused_tokens_total,semantic_quality_divergence_events,semantic_quality_divergence_sum,semantic_queries_total,semantic_scaffold_store_successes,service_throughput_rps,source_json,speedup_vs_no_cache_mean,speedup_vs_no_cache_p95,throughput_rps,wasted_compute_ratio
hf,0.0,0,ag_news,cuda,float16,,,nvml,frequency_speculative,,13401.916,104.70246875,0.184920330049397,0.0,11597.345660036683,90.60426296903658,,,155.38600861816576,google/gemma-4-31B-it,128,155.13866049150238,158.6270977073582,160.20483515807427,,,,,semantic,72474,0,0,0,,,,42,,,,,,,,,,,,6.435585860611988,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/frequency_speculative/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,4.739789814264382,0.0
hf,17444.009838989587,0,ag_news,cuda,float16,,,nvml,greedy_prefix_cache,,11229.971,87.7341484375,0.15495172061704887,0.9921875,9858.627534206009,77.02052761098444,,,137.8987528514699,google/gemma-4-31B-it,128,136.98991600540467,139.47972635360202,141.85518872458488,,,,,semantic,56218,127,127,16256,,,,42,,,,,,,,,,,,7.25169720046051,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/greedy_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,5.2235670606849185,0.0
hf,0.0,57,ag_news,cuda,float16,,,nvml,native_prefix_cache,,13286.815,103.8032421875,0.18333216049893755,1.0,11796.133722300354,92.15729470547151,,,155.32360910094667,google/gemma-4-31B-it,128,154.9319710029522,158.8310209546762,161.04585220484296,,,,,semantic,63514,127,0,8960,,,,42,,,,,,,,,,,,6.438171285023953,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/native_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,4.739867045084488,0.0
hf,0.0,0,ag_news,cuda,float16,,,nvml,no_cache,,13183.241,102.9940703125,0.18190304109059802,0.0,11884.902203999147,92.85079846874333,,,154.31939790585147,google/gemma-4-31B-it,128,154.4512269902043,157.4851281598967,158.76397091531544,,,,,semantic,72474,0,0,0,,,,42,,,,,,,,,,,,6.480066754861814,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/no_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,1.0,1.0,4.829340601658566,0.0
hf,16492.14553507045,0,ag_news,cuda,float16,,,nvml,reactive_prefix_cache,,11052.455,86.3473046875,0.15250234566879156,0.9921875,9788.50951868006,76.47273061468798,,,130.36678332787233,google/gemma-4-31B-it,128,129.50553549308097,133.1221903048572,141.19347616768212,,,,,semantic,56218,127,127,16256,,,,42,,,,,,,,,,,,7.670665598038122,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,5.445838397329986,0.0
hf,0.0,0,ag_news,cuda,float16,,,nvml,shadow_kv,,13392.214,104.626671875,0.18478646135165713,0.0,11807.623618854763,92.24705952230283,,,155.51668974137556,google/gemma-4-31B-it,128,155.27283148549031,159.15871285105823,163.2763906447508,,,,,semantic,72474,0,0,0,,,,42,,,,,,,,,,,,6.430178019240258,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/shadow_kv/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,4.829308094458105,0.0
hf,17211.741619030363,0,ag_news,cuda,float16,0,0,nvml,shadow_kv_plus,127,11548.929,90.2260078125,0.15935271959599304,0.9921875,10190.228270224387,79.61115836112802,,,135.50579034335897,google/gemma-4-31B-it,128,135.12402400374413,137.5607087429671,145.1233991204936,1,127,128,0,semantic,56218,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,7.379758440330068,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/shadow_kv_plus/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,5.332387971155992,0.0
hf,17232.348950128653,0,ag_news,cuda,float16,0,0,nvml,shadow_kv_plus_best_latency,127,11597.965,90.6091015625,0.16002932085989457,0.9921875,10267.263788621764,80.21299834860753,,,135.66256085903206,google/gemma-4-31B-it,128,135.38252249418292,138.5659944578947,140.77889629639685,1,127,128,0,semantic,56218,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,7.371230453471295,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/shadow_kv_plus_best_latency/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,5.332377073485048,0.0
hf,17306.604804995004,0,ag_news,cuda,float16,0,0,nvml,shadow_kv_plus_lite,0,11483.78,89.71703125,0.15845379032480614,0.9921875,10039.200518732248,78.43125405259569,,,136.18072363999545,google/gemma-4-31B-it,128,135.82305599265965,138.90323194427765,141.99995423812652,0,0,0,0,semantic,56218,127,127,16256,1,0,0,42,0,0,0.0,0,0,0,0,0,0.0,0,0,7.343183185335241,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/shadow_kv_plus_lite/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,5.332401589696462,0.0
hf,17311.71770984656,0,ag_news,cuda,float16,0,0,nvml,shadow_kv_plus_raw_observer,127,11561.349,90.3230390625,0.15952409139829457,0.9921875,10196.536532938251,79.66044166358009,,,136.22340595316018,google/gemma-4-31B-it,128,135.89565999427577,139.00458770003752,144.78945211376413,1,127,128,0,semantic,56218,127,127,16256,1,0,0,42,0,255,0.0,0,0,0,0,0,0.0,128,0,7.340882376291821,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/shadow_kv_plus_raw_observer/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,5.332323608756472,0.0
hf,17475.72548597236,0,ag_news,cuda,float16,,,nvml,strict_reactive_prefix_cache,,11291.482,88.214703125,0.15580045257609626,0.9921875,9636.277075455522,75.28341465199627,,,138.15911557958316,google/gemma-4-31B-it,128,137.23413000116125,139.3866285936383,142.62371395219816,,,,,semantic,56218,127,127,16256,,,,42,,,,,,,,,,,,7.238031278681533,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/strict_reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,5.22344681771487,0.0
hf,0.0,0,alpaca_eval,cuda,float16,,,nvml,frequency_speculative,,13109.821,102.4204765625,0.19096051098292838,0.0,11597.349567928506,90.60429349944145,,,152.99318624238367,google/gemma-4-31B-it,128,152.71786100493046,158.5320307967777,160.77973747989745,,,,,semantic,68652,0,0,0,,,,42,,,,,,,,,,,,6.5362387996529625,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/alpaca_eval/frequency_speculative/benchmark_hf_google_gemma-4-31B-it_public_dataset_alpaca_eval_semantic_cuda.json,,,4.829313106372165,0.0
hf,17245.042187874787,0,alpaca_eval,cuda,float16,,,nvml,greedy_prefix_cache,,11073.679,86.5131171875,0.16130162267668824,0.9921875,9415.372654010593,73.55759885945776,,,136.3319041537352,google/gemma-4-31B-it,128,135.29375499638263,139.03437054686947,140.13371857567108,,,,,semantic,52396,127,127,16256,,,,42,,,,,,,,,,,,7.335040218262822,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/alpaca_eval/greedy_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_alpaca_eval_semantic_cuda.json,,,5.2231547671560365,0.0
hf,0.0,0,alpaca_eval,cuda,float16,,,nvml,native_prefix_cache,,13543.074,105.805265625,0.19727136864184583,1.0,12016.051296203637,93.87540075159092,,,161.11001931994906,google/gemma-4-31B-it,128,160.1455780037213,166.24705649082898,167.48582165368134,,,,,semantic,52396,127,0,16256,,,,42,,,,,,,,,,,,6.206938613880344,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/alpaca_eval/native_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_alpaca_eval_semantic_cuda.json,,,4.653742522857901,0.0
hf,0.0,0,alpaca_eval,cuda,float16,,,nvml,no_cache,,13146.686,102.708484375,0.19149749461049934,0.0,11604.015698430301,90.65637264398673,,,153.05040235250544,google/gemma-4-31B-it,128,152.5843725030427,158.48315540788462,159.83030868970673,,,,,semantic,68652,0,0,0,,,,42,,,,,,,,,,,,6.533795302914667,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/alpaca_eval/no_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_alpaca_eval_semantic_cuda.json,1.0,1.0,4.82937400321573,0.0
