backend,backend_reuse_latency_total_ms,bypassed_matches,dataset,device,dtype,early_layer_attempts,early_layer_hits,energy_source,engine,fast_exact_path_hits,gpu_energy_j,gpu_joules_per_request,gpu_joules_per_total_token,hit_rate,idle_adjusted_gpu_energy_j,idle_adjusted_joules_per_request,logit_guard_attempts,logit_guard_hits,mean_latency_ms,model,n_requests,p50_latency_ms,p95_latency_ms,p99_latency_ms,policy_bypass_total,policy_exact_total,policy_plans_total,policy_semantic_partial_total,prompt_mode,recompute_tokens_total,reuse_attempts,reuse_successes,reused_prefix_tokens_total,scaffold_bypass_store_successes,scaffold_only_attempts,scaffold_only_hits,seed,semantic_blocked_by_backend_total,semantic_matches_total,semantic_opportunity_estimated_savings_ms,semantic_opportunity_plans_total,semantic_opportunity_reused_tokens_total,semantic_partial_hits,semantic_partial_reused_tokens_total,semantic_quality_divergence_events,semantic_quality_divergence_sum,semantic_queries_total,semantic_scaffold_store_successes,service_throughput_rps,source_json,speedup_vs_no_cache_mean,speedup_vs_no_cache_p95,throughput_rps,wasted_compute_ratio
hf,0.0,0,ag_news,cuda,float16,,,nvml,frequency_speculative,,1642.245,102.6403125,0.18349106145251395,0.0,1445.7350733443886,90.35844208402429,,,152.8007492497636,google/gemma-4-31B-it,16,151.97415849979734,156.4761509980599,157.80407339989324,,,,,semantic,8950,0,0,0,,,,42,,,,,,,,,,,,6.544470527205527,results_smoke_gemma31_all_engines_longprefix_smoke_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/frequency_speculative/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,3.5547068803440367,0.0
hf,1929.8961470194627,0,ag_news,cuda,float16,,,nvml,greedy_prefix_cache,,1368.954,85.559625,0.15295575418994412,0.9375,1208.7268866188797,75.54543041367998,,,134.13685099658323,google/gemma-4-31B-it,16,127.94278450019192,155.98630924068857,207.04591383982913,,,,,semantic,7030,15,15,1920,,,,42,,,,,,,,,,,,7.455072879454075,results_smoke_gemma31_all_engines_longprefix_smoke_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/greedy_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,3.9988067870473643,0.0
hf,0.0,1,ag_news,cuda,float16,,,nvml,native_prefix_cache,,1700.36,106.2725,0.18998435754189943,1.0,1503.6728600777506,93.97955375485941,,,162.32337918791018,google/gemma-4-31B-it,16,162.12055349024013,165.92211824536207,166.79219565339736,,,,,semantic,7158,15,0,1792,,,,42,,,,,,,,,,,,6.160542030377346,results_smoke_gemma31_all_engines_longprefix_smoke_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/native_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,3.554642280271917,0.0
hf,0.0,0,ag_news,cuda,float16,,,nvml,no_cache,,1659.441,103.7150625,0.18541240223463687,0.0,1502.2605904525722,93.89128690328576,,,153.4434826244251,google/gemma-4-31B-it,16,153.00816450326238,157.13687474635663,157.71484935103217,,,,,semantic,8950,0,0,0,,,,42,,,,,,,,,,,,6.517057504798971,results_smoke_gemma31_all_engines_longprefix_smoke_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/no_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,1.0,1.0,3.5543905329706087,0.0
hf,1939.7886670049047,0,ag_news,cuda,float16,,,nvml,reactive_prefix_cache,,1437.231,89.8269375,0.160584469273743,0.9375,1223.599958573273,76.47499741082956,,,135.31428081387276,google/gemma-4-31B-it,16,128.2516920036869,159.9598247448739,215.53206895259788,,,,,semantic,7030,15,15,1920,,,,42,,,,,,,,,,,,7.390202970339237,results_smoke_gemma31_all_engines_longprefix_smoke_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,3.9982744027414086,0.0
hf,0.0,0,ag_news,cuda,float16,,,nvml,shadow_kv,,1642.466,102.654125,0.18351575418994412,0.0,1443.0605631750504,90.19128519844065,,,152.56721524929162,google/gemma-4-31B-it,16,152.36519298923668,155.65194325245102,156.58317745328532,,,,,semantic,8950,0,0,0,,,,42,,,,,,,,,,,,6.5544881209637404,results_smoke_gemma31_all_engines_longprefix_smoke_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/shadow_kv/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,3.9989660513221392,0.0
hf,2015.6218419870129,0,ag_news,cuda,float16,0,0,nvml,shadow_kv_plus,15,1463.734,91.483375,0.16354569832402233,0.9375,1306.4968672632012,81.65605420395008,,,135.56339143724472,google/gemma-4-31B-it,16,133.84115199005464,141.8829809917952,154.17047219671076,1,15,16,0,semantic,7030,15,15,1920,1,0,0,42,0,31,0.0,0,0,0,0,0,0.0,16,0,7.376622769598694,results_smoke_gemma31_all_engines_longprefix_smoke_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/shadow_kv_plus/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,4.570065474969852,0.0
hf,2008.544816999347,0,ag_news,cuda,float16,0,0,nvml,shadow_kv_plus_best_latency,15,1389.097,86.8185625,0.1552063687150838,0.9375,1215.7105909831298,75.98191193644561,,,135.18659724923054,google/gemma-4-31B-it,16,134.21407350688241,140.85020599668496,153.93811879403074,1,15,16,0,semantic,7030,15,15,1920,1,0,0,42,0,31,0.0,0,0,0,0,0,0.0,16,0,7.397183007398256,results_smoke_gemma31_all_engines_longprefix_smoke_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/shadow_kv_plus_best_latency/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,4.569839473726827,0.0
hf,2017.2425479831873,0,ag_news,cuda,float16,0,0,nvml,shadow_kv_plus_lite,0,1456.152,91.0095,0.16269854748603352,0.9375,1270.6690696424564,79.41681685265353,,,135.87729393748305,google/gemma-4-31B-it,16,134.50484850181965,142.1234945046308,156.2080541109026,0,0,0,0,semantic,7030,15,15,1920,1,0,0,42,0,0,0.0,0,0,0,0,0,0.0,0,0,7.359581362137655,results_smoke_gemma31_all_engines_longprefix_smoke_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/shadow_kv_plus_lite/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,4.569700711437585,0.0
hf,2006.679582002107,0,ag_news,cuda,float16,0,0,nvml,shadow_kv_plus_raw_observer,15,1410.472,88.1545,0.15759463687150838,0.9375,1235.587424461455,77.22421402884093,,,134.86483568703989,google/gemma-4-31B-it,16,133.58137849718332,140.12936525250552,150.99267545010662,1,15,16,0,semantic,7030,15,15,1920,1,0,0,42,0,31,0.0,0,0,0,0,0,0.0,16,0,7.414831263507016,results_smoke_gemma31_all_engines_longprefix_smoke_20260714/google_gemma-4-31B-it/semantic/seed_42/ag_news/shadow_kv_plus_raw_observer/benchmark_hf_google_gemma-4-31B-it_public_dataset_ag_news_semantic_cuda.json,,,4.56987694544893,0.0
