[2026-08-24 03:52:02] INFO:     127.0.0.1:41542 - "GET /model_info HTTP/1.1" 200 OK
[2026-08-24 03:52:04] INFO:     127.0.0.1:41550 - "GET /v1/models HTTP/1.1" 200 OK
[2026-08-24 03:52:04] INFO:     127.0.0.1:41562 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:52:09] INFO:     127.0.0.1:41564 - "GET /v1/models HTTP/1.1" 200 OK
[2026-08-24 03:52:09] INFO:     127.0.0.1:41576 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:52:14] INFO:     127.0.0.1:47476 - "GET /v1/models HTTP/1.1" 200 OK
[2026-08-24 03:52:14] INFO:     127.0.0.1:47490 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:52:17] INFO:     127.0.0.1:41544 - "POST /generate HTTP/1.1" 200 OK
[2026-08-24 03:52:19] INFO:     127.0.0.1:47496 - "GET /v1/models HTTP/1.1" 200 OK
[2026-08-24 03:52:19] INFO:     127.0.0.1:47502 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:52:20] INFO:     127.0.0.1:47512 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:52:20] INFO:     127.0.0.1:58448 - "POST /flush_cache?timeout=30 HTTP/1.1" 200 OK
[2026-08-24 03:52:20] INFO:     127.0.0.1:58450 - "POST /shadowkv_admission_metrics/reset HTTP/1.1" 200 OK
[2026-08-24 03:52:20] INFO:     127.0.0.1:58466 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:52:21] INFO:     127.0.0.1:58476 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:52:21] INFO:     127.0.0.1:58492 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:52:22] INFO:     127.0.0.1:58496 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:52:22] INFO:     127.0.0.1:58510 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:52:22] INFO:     127.0.0.1:58518 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:52:22] INFO:     127.0.0.1:58524 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:52:22] INFO:     127.0.0.1:58532 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:52:22] INFO:     127.0.0.1:58546 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:52:23] INFO:     127.0.0.1:58562 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:52:23] INFO:     127.0.0.1:58568 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:52:23] INFO:     127.0.0.1:58570 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:52:23] INFO:     127.0.0.1:58584 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:52:24] INFO:     127.0.0.1:58594 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:52:24] INFO:     127.0.0.1:58606 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:52:24] INFO:     127.0.0.1:58620 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:52:24] INFO:     127.0.0.1:58626 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:52:25] INFO:     127.0.0.1:58630 - "POST /flush_cache?timeout=30 HTTP/1.1" 200 OK
[2026-08-24 03:52:25] INFO:     127.0.0.1:58632 - "POST /shadowkv_admission_metrics/reset HTTP/1.1" 200 OK
[2026-08-24 03:52:25] INFO:     127.0.0.1:58644 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:52:25] INFO:     127.0.0.1:58654 - "POST /flush_cache?timeout=30 HTTP/1.1" 200 OK
