[2026-08-24 03:50:13] INFO:     127.0.0.1:41914 - "GET /model_info HTTP/1.1" 200 OK
[2026-08-24 03:50:16] INFO:     127.0.0.1:41938 - "GET /v1/models HTTP/1.1" 200 OK
[2026-08-24 03:50:16] INFO:     127.0.0.1:41952 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:50:29] INFO:     127.0.0.1:41966 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:29] INFO:     127.0.0.1:41924 - "POST /generate HTTP/1.1" 200 OK
[2026-08-24 03:50:29] INFO:     127.0.0.1:40332 - "POST /flush_cache?timeout=30 HTTP/1.1" 200 OK
[2026-08-24 03:50:29] INFO:     127.0.0.1:40334 - "POST /shadowkv_admission_metrics/reset HTTP/1.1" 200 OK
[2026-08-24 03:50:29] INFO:     127.0.0.1:40348 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:50:30] INFO:     127.0.0.1:40356 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:30] INFO:     127.0.0.1:40366 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:50:30] INFO:     127.0.0.1:40374 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:30] INFO:     127.0.0.1:47250 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:50:31] INFO:     127.0.0.1:47260 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:31] INFO:     127.0.0.1:47264 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:50:31] INFO:     127.0.0.1:47278 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:31] INFO:     127.0.0.1:47282 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:50:32] INFO:     127.0.0.1:47284 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:32] INFO:     127.0.0.1:47296 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:50:32] INFO:     127.0.0.1:47310 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:32] INFO:     127.0.0.1:47312 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:50:33] INFO:     127.0.0.1:47324 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:33] INFO:     127.0.0.1:47336 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:50:33] INFO:     127.0.0.1:47342 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:33] INFO:     127.0.0.1:47350 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:50:33] INFO:     127.0.0.1:47360 - "POST /flush_cache?timeout=30 HTTP/1.1" 200 OK
[2026-08-24 03:50:33] INFO:     127.0.0.1:47376 - "POST /shadowkv_admission_metrics/reset HTTP/1.1" 200 OK
[2026-08-24 03:50:33] INFO:     127.0.0.1:47390 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:50:33] INFO:     127.0.0.1:47406 - "POST /flush_cache?timeout=30 HTTP/1.1" 200 OK
[2026-08-24 03:50:33] INFO:     127.0.0.1:47414 - "POST /shadowkv_admission_metrics/reset HTTP/1.1" 200 OK
[2026-08-24 03:50:34] INFO:     127.0.0.1:47430 - "GET /v1/models HTTP/1.1" 200 OK
[2026-08-24 03:50:34] INFO:     127.0.0.1:47442 - "POST /shadowkv_admission_metrics/reset HTTP/1.1" 200 OK
[2026-08-24 03:50:34] INFO:     127.0.0.1:47448 - "GET /shadowkv_admission_metrics HTTP/1.1" 200 OK
[2026-08-24 03:50:34] INFO:     127.0.0.1:47452 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:50:41] INFO:     127.0.0.1:35070 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:41] INFO:     127.0.0.1:35076 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:41] INFO:     127.0.0.1:35090 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:42] INFO:     127.0.0.1:35096 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:42] INFO:     127.0.0.1:35110 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:42] INFO:     127.0.0.1:35118 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:42] INFO:     127.0.0.1:35122 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:42] INFO:     127.0.0.1:35124 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:42] INFO:     127.0.0.1:35136 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:42] INFO:     127.0.0.1:35140 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:42] INFO:     127.0.0.1:35144 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:42] INFO:     127.0.0.1:35156 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:43] INFO:     127.0.0.1:35162 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:43] INFO:     127.0.0.1:35168 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:44] INFO:     127.0.0.1:35178 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:44] INFO:     127.0.0.1:35182 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:44] INFO:     127.0.0.1:35190 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:45] INFO:     127.0.0.1:35204 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:45] INFO:     127.0.0.1:35206 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:46] INFO:     127.0.0.1:35218 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:46] INFO:     127.0.0.1:35228 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:46] INFO:     127.0.0.1:35234 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:47] INFO:     127.0.0.1:35242 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:47] INFO:     127.0.0.1:35250 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:47] INFO:     127.0.0.1:35260 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:48] INFO:     127.0.0.1:35276 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:48] INFO:     127.0.0.1:35282 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:49] INFO:     127.0.0.1:35298 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:49] INFO:     127.0.0.1:35308 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:49] INFO:     127.0.0.1:35324 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:49] INFO:     127.0.0.1:35326 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:50] INFO:     127.0.0.1:35338 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:50] INFO:     127.0.0.1:35340 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:51] INFO:     127.0.0.1:51222 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:51] INFO:     127.0.0.1:51236 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:51] INFO:     127.0.0.1:51252 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:51] INFO:     127.0.0.1:51268 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:52] INFO:     127.0.0.1:51270 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:52] INFO:     127.0.0.1:51284 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:53] INFO:     127.0.0.1:51300 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:53] INFO:     127.0.0.1:51312 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:50:53] INFO:     127.0.0.1:51328 - "POST /v1/chat/completions HTTP/1.1" 200 OK
