[2026-08-24 04:01:32] INFO:     127.0.0.1:46792 - "GET /model_info HTTP/1.1" 200 OK
[2026-08-24 04:01:34] INFO:     127.0.0.1:46798 - "GET /v1/models HTTP/1.1" 200 OK
[2026-08-24 04:01:34] INFO:     127.0.0.1:46806 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 04:01:48] INFO:     127.0.0.1:46820 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 04:01:48] INFO:     127.0.0.1:46794 - "POST /generate HTTP/1.1" 200 OK
[2026-08-24 04:01:48] INFO:     127.0.0.1:44358 - "POST /flush_cache?timeout=30 HTTP/1.1" 200 OK
[2026-08-24 04:01:48] INFO:     127.0.0.1:44366 - "POST /shadowkv_admission_metrics/reset HTTP/1.1" 200 OK
[2026-08-24 04:01:48] INFO:     127.0.0.1:44370 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 04:01:49] INFO:     127.0.0.1:44378 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 04:01:49] INFO:     127.0.0.1:44384 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 04:01:49] INFO:     127.0.0.1:44392 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 04:01:49] INFO:     127.0.0.1:44404 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 04:01:50] INFO:     127.0.0.1:44412 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 04:01:50] INFO:     127.0.0.1:44424 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 04:01:50] INFO:     127.0.0.1:44434 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 04:01:50] INFO:     127.0.0.1:49520 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 04:01:51] INFO:     127.0.0.1:49524 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 04:01:51] INFO:     127.0.0.1:49534 - "GET /metrics HTTP/1.1" 200 OK
