[2026-06-17 23:52:21] INFO:     127.0.0.1:43740 - "GET /v1/models HTTP/1.1" 200 OK
[2026-06-17 23:52:22] INFO:     127.0.0.1:43750 - "GET /model_info HTTP/1.1" 200 OK
[2026-06-17 23:52:34] INFO:     127.0.0.1:43744 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:38] INFO:     127.0.0.1:57872 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:38] INFO:     127.0.0.1:52156 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:38] INFO:     127.0.0.1:52168 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:38] INFO:     127.0.0.1:43762 - "POST /generate HTTP/1.1" 200 OK
[2026-06-17 23:52:38] INFO:     127.0.0.1:52178 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:38] INFO:     127.0.0.1:52194 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:38] INFO:     127.0.0.1:52204 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:39] INFO:     127.0.0.1:52216 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:39] INFO:     127.0.0.1:52220 - "POST /flush_cache?timeout=30 HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52232 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52246 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52260 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52276 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52284 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52288 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52300 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52314 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52330 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52346 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52356 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52366 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52370 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52374 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52380 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52396 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52412 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52426 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52432 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52448 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:44] INFO:     127.0.0.1:52464 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:45] INFO:     127.0.0.1:52474 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:45] INFO:     127.0.0.1:52476 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:45] INFO:     127.0.0.1:52480 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:45] INFO:     127.0.0.1:52486 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:45] INFO:     127.0.0.1:52492 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:45] INFO:     127.0.0.1:52500 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:45] INFO:     127.0.0.1:52516 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:45] INFO:     127.0.0.1:52528 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:45] INFO:     127.0.0.1:52530 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:45] INFO:     127.0.0.1:52534 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:45] INFO:     127.0.0.1:52538 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:45] INFO:     127.0.0.1:52544 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:45] INFO:     127.0.0.1:52550 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:45] INFO:     127.0.0.1:52562 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:45] INFO:     127.0.0.1:52576 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 23:52:45] INFO:     127.0.0.1:52582 - "POST /v1/chat/completions HTTP/1.1" 200 OK
