timestamp	event	model_slug	model_id	arm	seed	dataset	prompt_mode	requests
2026-08-20T03:26:07-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	daily_dialog	templated	256
2026-08-20T03:26:41-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	daily_dialog	templated	256
2026-08-20T03:27:28-04:00	pass	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	daily_dialog	templated	256
2026-08-20T03:27:28-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	daily_dialog	rag	256
2026-08-20T03:28:13-04:00	pass	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	daily_dialog	rag	256
2026-08-20T03:28:13-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	samsum	templated	256
2026-08-20T03:29:01-04:00	pass	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	samsum	templated	256
2026-08-20T03:29:01-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	samsum	rag	256
2026-08-20T03:29:48-04:00	pass	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	samsum	rag	256
2026-08-20T03:29:48-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	ag_news	templated	256
2026-08-20T03:30:09-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	ag_news	templated	256
2026-08-20T03:30:51-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	ag_news	templated	256
2026-08-20T03:45:15-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	ag_news	templated	256
2026-08-20T03:45:45-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	ag_news	templated	256
2026-08-20T03:46:32-04:00	pass	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	ag_news	templated	256
2026-08-20T03:46:32-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	ag_news	rag	256
2026-08-20T03:47:18-04:00	pass	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	ag_news	rag	256
2026-08-20T03:47:18-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	dolly	templated	256
2026-08-20T03:48:04-04:00	pass	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	dolly	templated	256
2026-08-20T03:48:04-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	dolly	rag	256
2026-08-20T03:48:50-04:00	pass	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	dolly	rag	256
2026-08-20T03:48:50-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	xsum	templated	256
2026-08-20T03:49:44-04:00	pass	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	xsum	templated	256
2026-08-20T03:49:44-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	xsum	rag	256
2026-08-20T03:50:36-04:00	pass	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	1	xsum	rag	256
2026-08-20T03:52:13-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	1	daily_dialog	templated	256
2026-08-20T03:52:46-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	1	daily_dialog	templated	256
2026-08-20T03:53:38-04:00	pass	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	1	daily_dialog	templated	256
2026-08-20T03:53:38-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	1	daily_dialog	rag	256
2026-08-20T03:54:29-04:00	pass	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	1	daily_dialog	rag	256
2026-08-20T03:54:29-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	1	samsum	templated	256
2026-08-20T03:55:22-04:00	pass	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	1	samsum	templated	256
2026-08-20T03:55:22-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	1	samsum	rag	256
2026-08-20T03:56:16-04:00	pass	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	1	samsum	rag	256
2026-08-20T03:56:16-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	1	ag_news	templated	256
2026-08-20T03:57:06-04:00	pass	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	1	ag_news	templated	256
2026-08-20T03:57:06-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	1	ag_news	rag	256
2026-08-20T03:57:57-04:00	pass	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	1	ag_news	rag	256
2026-08-20T03:57:57-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	1	dolly	templated	256
2026-08-20T03:58:48-04:00	pass	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	1	dolly	templated	256
2026-08-20T03:58:48-04:00	start	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	1	dolly	rag	256
2026-08-20T03:59:39-04:00	pass	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	1	dolly	rag	256
