rep,source_root,phase,dataset,mode,baseline,seed,path,n_requests,mean_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,throughput_rps,prompt_tokens_total,total_tokens_total,cached_tokens_total_response_usage,vllm_prefix_cache_queries_delta,vllm_prefix_cache_hits_delta,vllm_prompt_tokens_cached_delta,vllm_local_cache_hit_tokens_delta,gpu_energy_j,idle_adjusted_gpu_energy_j,gpu_joules_per_request,idle_adjusted_joules_per_request,gpu_joules_per_prompt_token,energy_source,energy_error,admission_controller_enabled,admission_selected_preset,admission_allow_total,admission_bypass_total,admission_write_through_bypass_total,admission_bypass_store_successes
1,/home/benchmark/gemma4_vllm_5rep,full,ag_news,rag,vllm_no_cache,42,/home/benchmark/gemma4_vllm_5rep/full/rep_42/ag_news/rag/vllm_no_cache/benchmark_vllm_no_cache_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,9.116678,8.387344,9.390178,10.798705,109.679661,40000,40256,0,0.0,0.0,0.0,0.0,771.441,663.439,3.013441,2.59156,0.019286,nvml,,False,,0,0,0,0
2,/home/benchmark/gemma4_vllm_5rep,full,ag_news,rag,vllm_no_cache,123,/home/benchmark/gemma4_vllm_5rep/full/rep_123/ag_news/rag/vllm_no_cache/benchmark_vllm_no_cache_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,8.985958,8.267081,9.227407,10.611518,111.275184,40000,40256,0,0.0,0.0,0.0,0.0,764.232,657.24,2.985281,2.567342,0.019106,nvml,,False,,0,0,0,0
3,/home/benchmark/gemma4_vllm_5rep,full,ag_news,rag,vllm_no_cache,456,/home/benchmark/gemma4_vllm_5rep/full/rep_456/ag_news/rag/vllm_no_cache/benchmark_vllm_no_cache_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,8.927619,8.213409,9.167649,10.542796,112.002324,40000,40256,0,0.0,0.0,0.0,0.0,759.25,652.955,2.96582,2.550605,0.018981,nvml,,False,,0,0,0,0
4,/home/benchmark/gemma4_vllm_5rep,full,ag_news,rag,vllm_no_cache,789,/home/benchmark/gemma4_vllm_5rep/full/rep_789/ag_news/rag/vllm_no_cache/benchmark_vllm_no_cache_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,8.92702,8.212858,9.167182,10.542259,112.009838,40000,40256,0,0.0,0.0,0.0,0.0,759.179,652.894,2.965543,2.550367,0.018979,nvml,,False,,0,0,0,0
5,/home/benchmark/gemma4_vllm_5rep,full,ag_news,rag,vllm_no_cache,999,/home/benchmark/gemma4_vllm_5rep/full/rep_999/ag_news/rag/vllm_no_cache/benchmark_vllm_no_cache_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,8.983627,8.264937,9.225406,10.609217,111.304054,40000,40256,0,0.0,0.0,0.0,0.0,763.98,657.023,2.984297,2.566495,0.0191,nvml,,False,,0,0,0,0
1,/home/benchmark/gemma4_vllm_5rep,full,ag_news,rag,vllm_apc,42,/home/benchmark/gemma4_vllm_5rep/full/rep_42/ag_news/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,7.422877,6.829047,7.645563,8.792397,134.707084,40000,40256,25606,40000.0,24400.0,25606.0,25606.0,603.956,519.402,2.359203,2.028915,0.015099,nvml,,False,,0,0,0,0
2,/home/benchmark/gemma4_vllm_5rep,full,ag_news,rag,vllm_apc,123,/home/benchmark/gemma4_vllm_5rep/full/rep_123/ag_news/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,7.311748,6.726808,7.50821,8.634441,133.093762,40000,40256,25606,40000.0,24400.0,25606.0,25606.0,597.928,514.218,2.335656,2.008664,0.014948,nvml,,False,,0,0,0,0
3,/home/benchmark/gemma4_vllm_5rep,full,ag_news,rag,vllm_apc,456,/home/benchmark/gemma4_vllm_5rep/full/rep_456/ag_news/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,7.312329,6.727343,7.508927,8.635266,133.102188,40000,40256,25606,40000.0,24400.0,25606.0,25606.0,597.96,514.246,2.335781,2.008772,0.014949,nvml,,False,,0,0,0,0
4,/home/benchmark/gemma4_vllm_5rep,full,ag_news,rag,vllm_apc,789,/home/benchmark/gemma4_vllm_5rep/full/rep_789/ag_news/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,7.312909,6.727876,7.509645,8.636092,133.110613,40000,40256,25606,40000.0,24400.0,25606.0,25606.0,597.991,514.272,2.335902,2.008876,0.01495,nvml,,False,,0,0,0,0
5,/home/benchmark/gemma4_vllm_5rep,full,ag_news,rag,vllm_apc,999,/home/benchmark/gemma4_vllm_5rep/full/rep_999/ag_news/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,7.313275,6.728213,7.510097,8.636612,133.115927,40000,40256,25606,40000.0,24400.0,25606.0,25606.0,598.011,514.289,2.33598,2.008943,0.01495,nvml,,False,,0,0,0,0
