[2026-08-24 03:44:36] INFO:     127.0.0.1:37340 - "GET /model_info HTTP/1.1" 200 OK
[2026-08-24 03:44:38] INFO:     127.0.0.1:37350 - "GET /v1/models HTTP/1.1" 200 OK
[2026-08-24 03:44:38] INFO:     127.0.0.1:37358 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:44:43] INFO:     127.0.0.1:42994 - "GET /v1/models HTTP/1.1" 200 OK
[2026-08-24 03:44:43] INFO:     127.0.0.1:43002 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:44:48] INFO:     127.0.0.1:43014 - "GET /v1/models HTTP/1.1" 200 OK
[2026-08-24 03:44:48] INFO:     127.0.0.1:43030 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:44:51] INFO:     127.0.0.1:37342 - "POST /generate HTTP/1.1" 200 OK
[2026-08-24 03:44:53] INFO:     127.0.0.1:52590 - "GET /v1/models HTTP/1.1" 200 OK
[2026-08-24 03:44:53] INFO:     127.0.0.1:52604 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:44:54] INFO:     127.0.0.1:52608 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:44:54] INFO:     127.0.0.1:52610 - "POST /flush_cache?timeout=30 HTTP/1.1" 200 OK
[2026-08-24 03:44:54] INFO:     127.0.0.1:52612 - "POST /shadowkv_admission_metrics/reset HTTP/1.1" 200 OK
[2026-08-24 03:44:54] INFO:     127.0.0.1:52628 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:44:55] INFO:     127.0.0.1:52640 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:44:55] INFO:     127.0.0.1:52654 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:44:55] INFO:     127.0.0.1:52664 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:44:55] INFO:     127.0.0.1:52676 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:44:56] INFO:     127.0.0.1:52680 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:44:56] INFO:     127.0.0.1:52684 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:44:56] INFO:     127.0.0.1:52694 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:44:56] INFO:     127.0.0.1:52710 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:44:57] INFO:     127.0.0.1:52722 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:44:57] INFO:     127.0.0.1:52732 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:44:57] INFO:     127.0.0.1:52734 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:44:57] INFO:     127.0.0.1:52746 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:44:58] INFO:     127.0.0.1:52756 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:44:58] INFO:     127.0.0.1:52758 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:44:58] INFO:     127.0.0.1:52760 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:44:58] INFO:     127.0.0.1:52774 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:44:58] INFO:     127.0.0.1:52778 - "POST /flush_cache?timeout=30 HTTP/1.1" 200 OK
[2026-08-24 03:44:58] INFO:     127.0.0.1:52782 - "POST /shadowkv_admission_metrics/reset HTTP/1.1" 200 OK
[2026-08-24 03:44:58] INFO:     127.0.0.1:52784 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:44:59] INFO:     127.0.0.1:52798 - "POST /flush_cache?timeout=30 HTTP/1.1" 200 OK
[2026-08-24 03:44:59] INFO:     127.0.0.1:52802 - "POST /shadowkv_admission_metrics/reset HTTP/1.1" 200 OK
[2026-08-24 03:44:59] INFO:     127.0.0.1:52818 - "GET /v1/models HTTP/1.1" 200 OK
[2026-08-24 03:44:59] INFO:     127.0.0.1:52832 - "POST /shadowkv_admission_metrics/reset HTTP/1.1" 200 OK
[2026-08-24 03:44:59] INFO:     127.0.0.1:52840 - "GET /shadowkv_admission_metrics HTTP/1.1" 200 OK
[2026-08-24 03:44:59] INFO:     127.0.0.1:52842 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:45:06] INFO:     127.0.0.1:44894 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:06] INFO:     127.0.0.1:44908 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:07] INFO:     127.0.0.1:44914 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:07] INFO:     127.0.0.1:44918 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:07] INFO:     127.0.0.1:44920 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:07] INFO:     127.0.0.1:44922 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:07] INFO:     127.0.0.1:44932 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:07] INFO:     127.0.0.1:44942 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:07] INFO:     127.0.0.1:44948 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:08] INFO:     127.0.0.1:44954 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:08] INFO:     127.0.0.1:44962 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:08] INFO:     127.0.0.1:44966 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:08] INFO:     127.0.0.1:44976 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:09] INFO:     127.0.0.1:44984 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:09] INFO:     127.0.0.1:44990 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:10] INFO:     127.0.0.1:44994 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:10] INFO:     127.0.0.1:45008 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:10] INFO:     127.0.0.1:45016 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:10] INFO:     127.0.0.1:45028 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:11] INFO:     127.0.0.1:35336 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:11] INFO:     127.0.0.1:35352 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:12] INFO:     127.0.0.1:35364 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:12] INFO:     127.0.0.1:35376 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:12] INFO:     127.0.0.1:35390 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:12] INFO:     127.0.0.1:35392 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:13] INFO:     127.0.0.1:35408 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:13] INFO:     127.0.0.1:35412 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:14] INFO:     127.0.0.1:35420 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:45:14] INFO:     127.0.0.1:35432 - "POST /v1/chat/completions HTTP/1.1" 200 OK
