[2026-08-24 03:35:42] INFO:     127.0.0.1:38060 - "GET /model_info HTTP/1.1" 200 OK
[2026-08-24 03:35:43] INFO:     127.0.0.1:38088 - "GET /v1/models HTTP/1.1" 200 OK
[2026-08-24 03:35:43] INFO:     127.0.0.1:38094 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:35:48] INFO:     127.0.0.1:38100 - "GET /v1/models HTTP/1.1" 200 OK
[2026-08-24 03:35:48] INFO:     127.0.0.1:38106 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:35:53] INFO:     127.0.0.1:33652 - "GET /v1/models HTTP/1.1" 200 OK
[2026-08-24 03:35:53] INFO:     127.0.0.1:33654 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:35:57] INFO:     127.0.0.1:38072 - "POST /generate HTTP/1.1" 200 OK
[2026-08-24 03:35:58] INFO:     127.0.0.1:33664 - "GET /v1/models HTTP/1.1" 200 OK
[2026-08-24 03:35:58] INFO:     127.0.0.1:33676 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:35:59] INFO:     127.0.0.1:33682 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:35:59] INFO:     127.0.0.1:33688 - "POST /flush_cache?timeout=30 HTTP/1.1" 200 OK
[2026-08-24 03:35:59] INFO:     127.0.0.1:33696 - "POST /shadowkv_admission_metrics/reset HTTP/1.1" 200 OK
[2026-08-24 03:35:59] INFO:     127.0.0.1:33702 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:35:59] INFO:     127.0.0.1:33708 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:35:59] INFO:     127.0.0.1:33722 - "GET /metrics HTTP/1.1" 200 OK
[2026-08-24 03:36:00] INFO:     127.0.0.1:33726 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-08-24 03:36:00] INFO:     127.0.0.1:33728 - "GET /metrics HTTP/1.1" 200 OK
